,q_id,question,answer,cluster,sentiment
10,23097,"Напишите свою ассоциацию со словом ""бюрократ""",столодержатель,столодержатель,neutrals
11,23097,"Напишите свою ассоциацию со словом ""бюрократ""",столодержатель,столодержатель,neutrals
12,23097,"Напишите свою ассоциацию со словом ""бюрократ""",страх,страх,negatives
13,23097,"Напишите свою ассоциацию со словом ""бюрократ""",страх,страх,negatives
14,23097,"Напишите свою ассоциацию со словом ""бюрократ""",страх,страх,negatives
15,23097,"Напишите свою ассоциацию со словом ""бюрократ""",трус,трус,negatives
16,23097,"Напишите свою ассоциацию со словом ""бюрократ""",трус,трус,negatives
17,23097,"Напишите свою ассоциацию со словом ""бюрократ""",трус,трус,negatives
18,23097,"Напишите свою ассоциацию со словом ""бюрократ""",трусость,трус,negatives
19,23097,"Напишите свою ассоциацию со словом ""бюрократ""",трусишка,трус,negatives
20,23097,"Напишите свою ассоциацию со словом ""бюрократ""",суета,суета,negatives
21,23097,"Напишите свою ассоциацию со словом ""бюрократ""",суета,суета,negatives
22,23097,"Напишите свою ассоциацию со словом ""бюрократ""",тугодум,тугодум,negatives
23,23097,"Напишите свою ассоциацию со словом ""бюрократ""",тугодум,тугодум,negatives
24,23097,"Напишите свою ассоциацию со словом ""бюрократ""",существование,существование,neutrals
25,23097,"Напишите свою ассоциацию со словом ""бюрократ""",тщетный,тщетный,negatives
26,23097,"Напишите свою ассоциацию со словом ""бюрократ""",табличка,табличка,neutrals
27,23097,"Напишите свою ассоциацию со словом ""бюрократ""",удовлетворение своих желаний,удовлетворение своих желаний,positives
28,23097,"Напишите свою ассоциацию со словом ""бюрократ""",типичный,типичный,neutrals
29,23097,"Напишите свою ассоциацию со словом ""бюрократ""",узколобость,узколобый,negatives
30,23097,"Напишите свою ассоциацию со словом ""бюрократ""",узколобый,узколобый,negatives
31,23097,"Напишите свою ассоциацию со словом ""бюрократ""",тиран,тиран,negatives
32,23097,"Напишите свою ассоциацию со словом ""бюрократ""",узп,узп,neutrals
33,23097,"Напишите свою ассоциацию со словом ""бюрократ""",товарищ дынин (из фильма),товарищ дынин из фильма,neutrals
34,23097,"Напишите свою ассоциацию со словом ""бюрократ""",уклонист,уклонист,neutrals
35,23097,"Напишите свою ассоциацию со словом ""бюрократ""",толстолобый,толстолобый,negatives
36,23097,"Напишите свою ассоциацию со словом ""бюрократ""",умник,умник,neutrals
37,23097,"Напишите свою ассоциацию со словом ""бюрократ""",топ-менеджмент,топ менеджмент,neutrals
38,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение,усложняющий,negatives
39,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение,усложняющий,negatives
40,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение,усложняющий,negatives
41,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение,усложняющий,negatives
42,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение,усложняющий,negatives
43,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение,усложняющий,negatives
44,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение,усложняющий,negatives
45,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение,усложняющий,negatives
46,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение,усложняющий,negatives
47,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение,усложняющий,negatives
48,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнение своей работы и друг,усложняющий,negatives
49,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнитель,усложняющий,negatives
50,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнитель,усложняющий,negatives
51,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнитель,усложняющий,negatives
52,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложнитель,усложняющий,negatives
53,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложняющий,усложняющий,negatives
54,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложняющий,усложняющий,negatives
55,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложняющий,усложняющий,negatives
56,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усложняющий простые процессы,усложняющий,negatives
57,23097,"Напишите свою ассоциацию со словом ""бюрократ""",человек усложняющий всем жизнь,усложняющий,negatives
58,23097,"Напишите свою ассоциацию со словом ""бюрократ""",трудозатратный,трудозатраты,neutrals
59,23097,"Напишите свою ассоциацию со словом ""бюрократ""",трудозатраты,трудозатраты,neutrals
60,23097,"Напишите свою ассоциацию со словом ""бюрократ""",усталость,усталость,negatives
61,23097,"Напишите свою ассоциацию со словом ""бюрократ""",утомительный,усталость,negatives
62,23097,"Напишите свою ассоциацию со словом ""бюрократ""",утомительный,усталость,negatives
63,23097,"Напишите свою ассоциацию со словом ""бюрократ""",чрезмерные трудозатраты,трудозатраты,negatives
64,23097,"Напишите свою ассоциацию со словом ""бюрократ""",энергозатратность,трудозатраты,neutrals
65,23097,"Напишите свою ассоциацию со словом ""бюрократ""",утопия,утопия,neutrals
66,23097,"Напишите свою ассоциацию со словом ""бюрократ""",утративший цель,утративший цель,neutrals
67,23097,"Напишите свою ассоциацию со словом ""бюрократ""",ущерб,ущерб,negatives
68,23097,"Напишите свою ассоциацию со словом ""бюрократ""",ущерб дела,ущерб,negatives
69,23097,"Напишите свою ассоциацию со словом ""бюрократ""",фаервол,фаервол,neutrals
70,23097,"Напишите свою ассоциацию со словом ""бюрократ""",фарфуркис - сказка о тройке,фарфуркис сказка о тройке,neutrals
71,23097,"Напишите свою ассоциацию со словом ""бюрократ""",фильтр,фильтр,neutrals
72,23097,"Напишите свою ассоциацию со словом ""бюрократ""",функция,функция,neutrals
73,23097,"Напишите свою ассоциацию со словом ""бюрократ""",функционер,функционер,neutrals
74,23097,"Напишите свою ассоциацию со словом ""бюрократ""",функционер,функционер,neutrals
75,23097,"Напишите свою ассоциацию со словом ""бюрократ""",функционер,функционер,neutrals
76,23097,"Напишите свою ассоциацию со словом ""бюрократ""",футболист,футболист,neutrals
77,23097,"Напишите свою ассоциацию со словом ""бюрократ""",ханжество,ханжество,negatives
78,23097,"Напишите свою ассоциацию со словом ""бюрократ""",цепкий,цепкий,neutrals
79,23097,"Напишите свою ассоциацию со словом ""бюрократ""",человек,человек,neutrals
80,23097,"Напишите свою ассоциацию со словом ""бюрократ""",человек,человек,neutrals
81,23097,"Напишите свою ассоциацию со словом ""бюрократ""",человек,человек,neutrals
82,23097,"Напишите свою ассоциацию со словом ""бюрократ""",человек,человек,neutrals
83,23097,"Напишите свою ассоциацию со словом ""бюрократ""",человек,человек,neutrals
84,23097,"Напишите свою ассоциацию со словом ""бюрократ""",человек,человек,neutrals
85,23097,"Напишите свою ассоциацию со словом ""бюрократ""",человек,человек,neutrals
86,23097,"Напишите свою ассоциацию со словом ""бюрократ""",человек в футляре,человек в футляре,neutrals
87,23097,"Напишите свою ассоциацию со словом ""бюрократ""",человек с раздутым эго,человек с раздутым эго,negatives
88,23097,"Напишите свою ассоциацию со словом ""бюрократ""",эгоист,эгоист,negatives
89,23097,"Напишите свою ассоциацию со словом ""бюрократ""",червь,червь,neutrals
90,23097,"Напишите свою ассоциацию со словом ""бюрократ""",чин,чин,neutrals
91,23097,"Напишите свою ассоциацию со словом ""бюрократ""",чинопочитание,чинопочитание,neutrals
92,23097,"Напишите свою ассоциацию со словом ""бюрократ""",чопорный,чопорный,negatives
93,23097,"Напишите свою ассоциацию со словом ""бюрократ""",чопорный,чопорный,negatives
94,23097,"Напишите свою ассоциацию со словом ""бюрократ""",швондер,швондер,negatives
95,23097,"Напишите свою ассоциацию со словом ""бюрократ""",швондер,швондер,negatives
96,23097,"Напишите свою ассоциацию со словом ""бюрократ""",швондер,швондер,negatives
97,23097,"Напишите свою ассоциацию со словом ""бюрократ""",швондер,швондер,negatives
98,23097,"Напишите свою ассоциацию со словом ""бюрократ""",щелкопер,щелкопер,negatives
99,23097,"Напишите свою ассоциацию со словом ""бюрократ""",энергосос,энергосос,negatives
100,23097,"Напишите свою ассоциацию со словом ""бюрократ""",энтропия,энтропия,neutrals
101,23097,"Напишите свою ассоциацию со словом ""бюрократ""",юридическая безопасность,юридическая безопасность,positives
102,23097,"Напишите свою ассоциацию со словом ""бюрократ""",юристы,юристы,neutrals
103,23097,"Напишите свою ассоциацию со словом ""бюрократ""",якорь,якорь,neutrals
104,23097,"Напишите свою ассоциацию со словом ""бюрократ""",якорь,якорь,neutrals
105,23097,"Напишите свою ассоциацию со словом ""бюрократ""",якорь,якорь,neutrals
106,23097,"Напишите свою ассоциацию со словом ""бюрократ""",якорь,якорь,neutrals
107,23097,"Напишите свою ассоциацию со словом ""бюрократ""",якорь,якорь,neutrals
108,23097,"Напишите свою ассоциацию со словом ""бюрократ""",бурная деятельность,бурная деятельность,neutrals
109,23097,"Напишите свою ассоциацию со словом ""бюрократ""",бракодел,бракодел,negatives
110,23097,"Напишите свою ассоциацию со словом ""бюрократ""",бредятинан,бредятина,negatives
111,23097,"Напишите свою ассоциацию со словом ""бюрократ""",графики,графики,neutrals
112,23097,"Напишите свою ассоциацию со словом ""бюрократ""",москва,москва,neutrals
113,23097,"Напишите свою ассоциацию со словом ""бюрократ""",муниципалы,муниципалы,neutrals
114,23097,"Напишите свою ассоциацию со словом ""бюрократ""",осторожность,осторожность,neutrals
115,23097,"Напишите свою ассоциацию со словом ""бюрократ""",смысл,смысл,neutrals
116,23097,"Напишите свою ассоциацию со словом ""бюрократ""",тщательность,тщательность,positives
0,23484,Что планируете применять из пройденного обучения в ближайшее время?,анализ баланса,финансовый анализ,neutrals
1,23484,Что планируете применять из пройденного обучения в ближайшее время?,анализ баланса и отчета о приб,финансовый анализ,neutrals
2,23484,Что планируете применять из пройденного обучения в ближайшее время?,анализ запасов,анализ запасов,neutrals
3,23484,Что планируете применять из пройденного обучения в ближайшее время?,использовать данные на совещан,использовать данные на совещаниях,neutrals
4,23484,Что планируете применять из пройденного обучения в ближайшее время?,по ключевым фррмулам,по ключевым формулам,neutrals
5,23484,Что планируете применять из пройденного обучения в ближайшее время?,повышение производительности,повышение производительности,positives
6,23484,Что планируете применять из пройденного обучения в ближайшее время?,приехать на работу,приехать на работу,neutrals
7,23484,Что планируете применять из пройденного обучения в ближайшее время?,сделать выписку по ключевым те,сделать выписку по ключевым те,neutrals
8,23484,Что планируете применять из пройденного обучения в ближайшее время?,сокращать себестоимость,сокращать себестоимость,neutrals
9,23484,Что планируете применять из пройденного обучения в ближайшее время?,управление расходной частью,управление расходной частью,neutrals
10,23484,Что планируете применять из пройденного обучения в ближайшее время?,фин анализ,финансовый анализ,neutrals
0,23359,"Какая ассоциация у вас со словом ""грамотность""? (1-2 слова)",владеющий,владеющий,neutrals
1,23359,"Какая ассоциация у вас со словом ""грамотность""? (1-2 слова)",донецк,донецк,neutrals
2,23359,"Какая ассоциация у вас со словом ""грамотность""? (1-2 слова)",интеллект,интеллект,positives
3,23359,"Какая ассоциация у вас со словом ""грамотность""? (1-2 слова)",образование,образование,neutrals
4,23359,"Какая ассоциация у вас со словом ""грамотность""? (1-2 слова)",отсутствие ошибок,отсутствие ошибок,positives
5,23359,"Какая ассоциация у вас со словом ""грамотность""? (1-2 слова)",современность,современность,neutrals
0,20139,Какие цели вы поставили себе на Школу тренеров?,прокачать тренерские знания,улучшить тренерские знания,positives
1,20139,Какие цели вы поставили себе на Школу тренеров?,прокачать тренерские компетенц,улучшить тренерские знания,positives
2,20139,Какие цели вы поставили себе на Школу тренеров?,прокачать тренерские навыки,улучшить тренерские знания,positives
3,20139,Какие цели вы поставили себе на Школу тренеров?,совершенствоваться,совершенствоваться,positives
4,20139,Какие цели вы поставили себе на Школу тренеров?,повышение производительности,повышение производительности,positives
5,20139,Какие цели вы поставили себе на Школу тренеров?,получить ответы на вопросы,решение вопросов,neutrals
6,20139,Какие цели вы поставили себе на Школу тренеров?,узнать ответы на интерес. вопр,решение вопросов,neutrals
7,20139,Какие цели вы поставили себе на Школу тренеров?,решение вопросов,решение вопросов,neutrals
8,20139,Какие цели вы поставили себе на Школу тренеров?,понять дальнейшие действия,понять дальнейшие действия,neutrals
9,20139,Какие цели вы поставили себе на Школу тренеров?,понять управление персоналом,управление проектами,neutrals
10,20139,Какие цели вы поставили себе на Школу тренеров?,посетить мастер-классы по инте,прохождение мастер классов,neutrals
11,20139,Какие цели вы поставили себе на Школу тренеров?,прохождение мастер-классов,прохождение мастер классов,neutrals
12,20139,Какие цели вы поставили себе на Школу тренеров?,применять,применять,neutrals
13,20139,Какие цели вы поставили себе на Школу тренеров?,применять знания на своём пр-е,применять знания на своём проекте,neutrals
14,20139,Какие цели вы поставили себе на Школу тренеров?,примеры реализованных проектов,примеры реализованных проектов,neutrals
15,20139,Какие цели вы поставили себе на Школу тренеров?,проверить свои знания,проверить свои знания,neutrals
16,20139,Какие цели вы поставили себе на Школу тренеров?,проектная деятельность,проектная деятельность,neutrals
17,20139,Какие цели вы поставили себе на Школу тренеров?,управление проектами,управление проектами,neutrals
18,20139,Какие цели вы поставили себе на Школу тренеров?,стать тренером фцк,стать тренером фцк,neutrals
19,20139,Какие цели вы поставили себе на Школу тренеров?,рассказать стране о шт,рассказать стране о шт,neutrals
20,20139,Какие цели вы поставили себе на Школу тренеров?,расширение творческих границ,расширение творческих границ,positives
21,20139,Какие цели вы поставили себе на Школу тренеров?,систематизация,систематизация,neutrals
22,20139,Какие цели вы поставили себе на Школу тренеров?,стать продуктивнее в работе,стать продуктивнее в работе,positives
23,20139,Какие цели вы поставили себе на Школу тренеров?,обучай. применяйте. соверш.,применяй обучай совершенствуй,neutrals
24,20139,Какие цели вы поставили себе на Школу тренеров?,применяй обучай совершенствуй,применяй обучай совершенствуй,neutrals
0,23421,Что планируете применять из пройденного обучения в ближайшее время?,автоматизацию,автоматизацию,neutrals
1,23421,Что планируете применять из пройденного обучения в ближайшее время?,в раздумьях пока,в раздумьях пока,neutrals
2,23421,Что планируете применять из пройденного обучения в ближайшее время?,все,все,neutrals
3,23421,Что планируете применять из пройденного обучения в ближайшее время?,все,все,neutrals
4,23421,Что планируете применять из пройденного обучения в ближайшее время?,все,все,neutrals
5,23421,Что планируете применять из пройденного обучения в ближайшее время?,командная работа,командная работа,neutrals
6,23421,Что планируете применять из пройденного обучения в ближайшее время?,работа в команде,командная работа,neutrals
7,23421,Что планируете применять из пройденного обучения в ближайшее время?,полученные знания,полученные знания,neutrals
8,23421,Что планируете применять из пройденного обучения в ближайшее время?,пытаться применять знания,пытаться применять знания,neutrals
0,20400,Name 4-5 emerging markets,india,india,neutrals
1,20400,Name 4-5 emerging markets,india,india,neutrals
2,20400,Name 4-5 emerging markets,india,india,neutrals
3,20400,Name 4-5 emerging markets,india,india,neutrals
4,20400,Name 4-5 emerging markets,india,india,neutrals
5,20400,Name 4-5 emerging markets,india,india,neutrals
6,20400,Name 4-5 emerging markets,india,india,neutrals
7,20400,Name 4-5 emerging markets,india,india,neutrals
8,20400,Name 4-5 emerging markets,india,india,neutrals
9,20400,Name 4-5 emerging markets,india,india,neutrals
10,20400,Name 4-5 emerging markets,india,india,neutrals
11,20400,Name 4-5 emerging markets,india,india,neutrals
12,20400,Name 4-5 emerging markets,india,india,neutrals
13,20400,Name 4-5 emerging markets,india,india,neutrals
14,20400,Name 4-5 emerging markets,india,india,neutrals
15,20400,Name 4-5 emerging markets,india,india,neutrals
16,20400,Name 4-5 emerging markets,india,india,neutrals
17,20400,Name 4-5 emerging markets,india,india,neutrals
18,20400,Name 4-5 emerging markets,indonesia,indonesia,neutrals
19,20400,Name 4-5 emerging markets,indonesia,indonesia,neutrals
20,20400,Name 4-5 emerging markets,korea,korea,neutrals
21,20400,Name 4-5 emerging markets,mexico,mexico,neutrals
22,20400,Name 4-5 emerging markets,mexico,mexico,neutrals
23,20400,Name 4-5 emerging markets,mexico,mexico,neutrals
24,20400,Name 4-5 emerging markets,pakistan,pakistan,neutrals
25,20400,Name 4-5 emerging markets,peru,peru,neutrals
26,20400,Name 4-5 emerging markets,philippines,philippines,neutrals
27,20400,Name 4-5 emerging markets,russia,russia,neutrals
28,20400,Name 4-5 emerging markets,russia,russia,neutrals
29,20400,Name 4-5 emerging markets,russia,russia,neutrals
30,20400,Name 4-5 emerging markets,russia,russia,neutrals
31,20400,Name 4-5 emerging markets,russia,russia,neutrals
32,20400,Name 4-5 emerging markets,russia,russia,neutrals
33,20400,Name 4-5 emerging markets,russia,russia,neutrals
34,20400,Name 4-5 emerging markets,saudi arabia,saudi arabia,neutrals
35,20400,Name 4-5 emerging markets,south america,south america,neutrals
36,20400,Name 4-5 emerging markets,turkey,turkey,neutrals
37,20400,Name 4-5 emerging markets,turkey,turkey,neutrals
38,20400,Name 4-5 emerging markets,turkey,turkey,neutrals
39,20400,Name 4-5 emerging markets,turkey,turkey,neutrals
40,20400,Name 4-5 emerging markets,usa,usa,neutrals
41,20400,Name 4-5 emerging markets,usa,usa,neutrals
42,20400,Name 4-5 emerging markets,viethnam,vietnam,neutrals
43,20400,Name 4-5 emerging markets,vietnam,vietnam,neutrals
44,20400,Name 4-5 emerging markets,vietnam,vietnam,neutrals
45,20400,Name 4-5 emerging markets,vietnam,vietnam,neutrals
46,20400,Name 4-5 emerging markets,vietnam,vietnam,neutrals
0,20397,What countries are major investors abroad?,kazakhstan,kazakhstan,neutrals
1,20397,What countries are major investors abroad?,netherlands,netherlands,neutrals
2,20397,What countries are major investors abroad?,netherlands,netherlands,neutrals
3,20397,What countries are major investors abroad?,netherlands,netherlands,neutrals
4,20397,What countries are major investors abroad?,netherlands,netherlands,neutrals
5,20397,What countries are major investors abroad?,netherlands,netherlands,neutrals
6,20397,What countries are major investors abroad?,netherlands,netherlands,neutrals
7,20397,What countries are major investors abroad?,netherlands,netherlands,neutrals
8,20397,What countries are major investors abroad?,qatar,qatar,neutrals
9,20397,What countries are major investors abroad?,qatar,qatar,neutrals
10,20397,What countries are major investors abroad?,qatar,qatar,neutrals
11,20397,What countries are major investors abroad?,qatar,qatar,neutrals
12,20397,What countries are major investors abroad?,qatar,qatar,neutrals
13,20397,What countries are major investors abroad?,qatar,qatar,neutrals
14,20397,What countries are major investors abroad?,quatar,qatar,neutrals
15,20397,What countries are major investors abroad?,russia,russia,neutrals
16,20397,What countries are major investors abroad?,uk,uk,neutrals
17,20397,What countries are major investors abroad?,uk,uk,neutrals
18,20397,What countries are major investors abroad?,uk,uk,neutrals
19,20397,What countries are major investors abroad?,uk,uk,neutrals
20,20397,What countries are major investors abroad?,uk,uk,neutrals
21,20397,What countries are major investors abroad?,vv,vv,neutrals
22,20397,What countries are major investors abroad?,ireland,ireland,neutrals
23,20397,What countries are major investors abroad?,luxembourg,luxembourg,neutrals
0,23463,Что планируете применять из пройденного обучения в ближайшее время?,в переговорах не спешить,в переговорах не спешить,neutrals
1,23463,Что планируете применять из пройденного обучения в ближайшее время?,всё,всё,neutrals
2,23463,Что планируете применять из пройденного обучения в ближайшее время?,гибкость,гибкость,positives
3,23463,Что планируете применять из пройденного обучения в ближайшее время?,гибкость в переговорах,гибкость,positives
4,23463,Что планируете применять из пройденного обучения в ближайшее время?,договариваться,договариваться,neutrals
5,23463,Что планируете применять из пройденного обучения в ближайшее время?,модель 3д в переговорах,модель 3д в переговорах,neutrals
6,23463,Что планируете применять из пройденного обучения в ближайшее время?,поправить собственную модель,поправить собственную модель,neutrals
7,23463,Что планируете применять из пройденного обучения в ближайшее время?,не готов не садись за стол,не готов не садись за стол,neutrals
8,23463,Что планируете применять из пройденного обучения в ближайшее время?,оценка переговор 5 10 15,оценка переговоры 5 10 15,neutrals
9,23463,Что планируете применять из пройденного обучения в ближайшее время?,стратегию в переговорах,стратегию в переговорах,neutrals
0,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,relationship,relationship,neutrals
1,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,блат,блат,negatives
2,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,взаимная выгода,взаимная выгода,positives
3,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,взаимодействие,взаимодействие,neutrals
4,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,взаимодействие,взаимодействие,neutrals
5,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,взаимодействие,взаимодействие,neutrals
6,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,коммуникации,коммуникация,neutrals
7,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,коммуникация,коммуникация,neutrals
8,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,коммуникация,коммуникация,neutrals
9,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,общение,коммуникация,neutrals
10,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,общение,коммуникация,neutrals
11,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,общение,коммуникация,neutrals
12,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,полезные коммуникации,коммуникация,positives
13,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,взаимосвязь,взаимосвязь,neutrals
14,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,возможность,возможность,positives
15,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,знакомства,знакомства,neutrals
16,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,полезное знакомство,знакомства,positives
17,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,полезные контакты,связи,positives
18,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,связи,связи,neutrals
19,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,связи,связи,neutrals
20,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,связи,связи,neutrals
21,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,связь,связи,neutrals
22,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,инновации,инновации,positives
23,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,команда,команда,neutrals
24,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,команда,команда,neutrals
25,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,люди,люди,neutrals
26,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,люди,люди,neutrals
27,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,люди,люди,neutrals
28,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,коммуникационная польза,полезные коммуникации,positives
29,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,организм,организм,neutrals
30,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,познание,познание,neutrals
31,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,польза,польза,positives
32,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,польза,польза,positives
33,27127,Напишите Ваши ассоциации со словом НЕТВОРКИНГ. Сформулируйте каждую Ассоциацию в 1 слово или короткое словосочетание. Вы можете дать 1-3 ассоциации отдельными ответами,понимание,понимание,positives
