Unnamed: 0,id,question,answer,sentiment,corrected,text
87,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,изменение мышления,neutrals,изменение мышления,passage:изменение мышления
88,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,перестройка сознания,neutrals,перестройка сознания,passage:перестройка сознания
89,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,институт уполномоченных по кб,neutrals,институт уполномоченных по кб,passage:институт уполномоченных по кб
90,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,организация данной работы,neutrals,организация данной работы,passage:организация данной работы
91,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,информационная работа,neutrals,информационная работа,passage:информационная работа
92,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,поддержка руководителем,neutrals,поддержка руководителем,passage:поддержка руководителем
93,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,развитие индивидуального уровн,neutrals,развитие индивидуального уровн,passage:развитие индивидуального уровн
94,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,открытый диалог,neutrals,открытый диалог,passage:открытый диалог
95,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,доверие,neutrals,доверие,passage:доверие
96,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,лидерство,neutrals,лидерство,passage:лидерство
97,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,обеспечение безопасности,neutrals,обеспечение безопасности,passage:обеспечение безопасности
98,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,общение с людьми,neutrals,общение с людьми,passage:общение с людьми
99,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,доверие,neutrals,доверие,passage:доверие
100,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,профилактика и предупреждение,neutrals,профилактика и предупреждение,passage:профилактика и предупреждение
101,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,развитие лидерства,neutrals,развитие лидерства,passage:развитие лидерства
102,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,лидерство,neutrals,лидерство,passage:лидерство
103,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,развитие цеховой культуры,neutrals,развитие цеховой культуры,passage:развитие цеховой культуры
104,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,активность,neutrals,активность,passage:активность
105,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,развитие персонала,neutrals,развитие персонала,passage:развитие персонала
106,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,leadership,neutrals,leadership,passage:leadership
107,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,работа с причинами ошибок,neutrals,работа с причинами ошибок,passage:работа с причинами ошибок
108,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,люди,neutrals,люди,passage:люди
109,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,безопасность,neutrals,безопасность,passage:безопасность
110,12022,Что сейчас в Вашей организации является самым важным в области развития культуры безопасности?,лидерство,neutrals,лидерство,passage:лидерство
0,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",результат,neutrals,результат,passage:результат
1,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",делать свою работу на совесть,neutrals,делать свою работу на совесть,passage:делать свою работу на совесть
2,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",не перекладывать свою работу н,neutrals,не перекладывать свою работу н,passage:не перекладывать свою работу н
3,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",отвечать за сроки и результаты,neutrals,отвечать за сроки и результаты,passage:отвечать за сроки и результаты
4,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",ответственность не делегируетс,neutrals,ответственность не делегируетс,passage:ответственность не делегируетс
5,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",результат,neutrals,результат,passage:результат
6,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",руководитель,neutrals,руководитель,passage:руководитель
7,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",наказание,neutrals,наказание,passage:наказание
8,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",задача,neutrals,задача,passage:задача
9,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",умение принимать решения,neutrals,умение принимать решения,passage:умение принимать решения
10,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",профессионализм,neutrals,профессионализм,passage:профессионализм
11,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",уважение,neutrals,уважение,passage:уважение
12,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",обязанности,neutrals,обязанности,passage:обязанности
13,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",обязательства,neutrals,обязательства,passage:обязательства
14,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",понимание причин и следствий,neutrals,понимание причин и следствий,passage:понимание причин и следствий
15,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",результат,neutrals,результат,passage:результат
16,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",содействие,neutrals,содействие,passage:содействие
17,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",понимание,neutrals,понимание,passage:понимание
18,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",усилие,neutrals,усилие,passage:усилие
19,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",индивидуальные усилия,neutrals,индивидуальные усилия,passage:индивидуальные усилия
20,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",отвечать за свои действия,neutrals,отвечать за свои действия,passage:отвечать за свои действия
21,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",работа на результат,neutrals,работа на результат,passage:работа на результат
22,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",усердность,neutrals,усердность,passage:усердность
23,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",качество,neutrals,качество,passage:качество
24,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",обязательство,neutrals,обязательство,passage:обязательство
25,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",осознанность,neutrals,осознанность,passage:осознанность
26,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",долг,neutrals,долг,passage:долг
27,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",забота,neutrals,забота,passage:забота
28,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",результат,neutrals,результат,passage:результат
29,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",работа,neutrals,работа,passage:работа
30,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",результат,neutrals,результат,passage:результат
31,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",порядок,neutrals,порядок,passage:порядок
32,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",план,neutrals,план,passage:план
33,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",выполнять обещания,neutrals,выполнять обещания,passage:выполнять обещания
34,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",причастность к результату,neutrals,причастность к результату,passage:причастность к результату
35,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",достигать целей и задач,neutrals,достигать целей и задач,passage:достигать целей и задач
36,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",роль за результат,neutrals,роль за результат,passage:роль за результат
37,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",результат,neutrals,результат,passage:результат
38,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",личная ответственность,neutrals,личная ответственность,passage:личная ответственность
39,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",полномочия,neutrals,полномочия,passage:полномочия
40,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",бонус,neutrals,бонус,passage:бонус
41,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",команда,neutrals,команда,passage:команда
42,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",долг,neutrals,долг,passage:долг
43,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",гарантия (результата),neutrals,гарантия (результата),passage:гарантия (результата)
44,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",сделать,neutrals,сделать,passage:сделать
45,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",надежность,neutrals,надежность,passage:надежность
46,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",достигать,neutrals,достигать,passage:достигать
47,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",руководство,neutrals,руководство,passage:руководство
48,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",наказание,neutrals,наказание,passage:наказание
49,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",вина,neutrals,вина,passage:вина
50,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",план,neutrals,план,passage:план
51,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",результат,neutrals,результат,passage:результат
52,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",качество,neutrals,качество,passage:качество
53,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",необходимость,neutrals,необходимость,passage:необходимость
54,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",часть работы,neutrals,часть работы,passage:часть работы
55,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",выполнение поставленной задачи,neutrals,выполнение поставленной задачи,passage:выполнение поставленной задачи
56,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",моя,neutrals,моя,passage:моя
57,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",за отрасль,neutrals,за отрасль,passage:за отрасль
58,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",за команду,neutrals,за команду,passage:за команду
59,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",надежность,neutrals,надежность,passage:надежность
60,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",результат,neutrals,результат,passage:результат
61,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",уверенность,neutrals,уверенность,passage:уверенность
62,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",честность,neutrals,честность,passage:честность
63,11925,"Какие ассоциации возникают у вас, когда вы слышите слово ОТВЕТСТВЕННОСТЬ?",результат,neutrals,результат,passage:результат
0,10119,"Что для вас ""культура доверия"" в организации?",не боишься ошибиться,neutrals,не боишься ошибиться,passage:не боишься ошибиться
1,10119,"Что для вас ""культура доверия"" в организации?","говорят прямо, как есть",neutrals,"говорят прямо, как есть","passage:говорят прямо, как есть"
2,10119,"Что для вас ""культура доверия"" в организации?",можно показать слабость,neutrals,можно показать слабость,passage:можно показать слабость
3,10119,"Что для вас ""культура доверия"" в организации?",критика звучит,neutrals,критика звучит,passage:критика звучит
4,10119,"Что для вас ""культура доверия"" в организации?",люди не боятся спорить,neutrals,люди не боятся спорить,passage:люди не боятся спорить
5,10119,"Что для вас ""культура доверия"" в организации?",можно поговорить с любым,neutrals,можно поговорить с любым,passage:можно поговорить с любым
6,10119,"Что для вас ""культура доверия"" в организации?",не сомневаюсь в намерениях,neutrals,не сомневаюсь в намерениях,passage:не сомневаюсь в намерениях
7,10119,"Что для вас ""культура доверия"" в организации?",презумпция невиновности,neutrals,презумпция невиновности,passage:презумпция невиновности
8,10119,"Что для вас ""культура доверия"" в организации?",единая команда,neutrals,единая команда,passage:единая команда
9,10119,"Что для вас ""культура доверия"" в организации?",уважение,neutrals,уважение,passage:уважение
10,10119,"Что для вас ""культура доверия"" в организации?",можно не опасаться разгласки,neutrals,можно не опасаться разгласки,passage:можно не опасаться разгласки
11,10119,"Что для вас ""культура доверия"" в организации?",прозрачность в коммуникации,neutrals,прозрачность в коммуникации,passage:прозрачность в коммуникации
12,10119,"Что для вас ""культура доверия"" в организации?",возможность комфортно работать,neutrals,возможность комфортно работать,passage:возможность комфортно работать
13,10119,"Что для вас ""культура доверия"" в организации?",уверенность в коллегах,neutrals,уверенность в коллегах,passage:уверенность в коллегах
14,10119,"Что для вас ""культура доверия"" в организации?",возможность признать ошибку,neutrals,возможность признать ошибку,passage:возможность признать ошибку
15,10119,"Что для вас ""культура доверия"" в организации?",открытый обмен опытом,neutrals,открытый обмен опытом,passage:открытый обмен опытом
16,10119,"Что для вас ""культура доверия"" в организации?",открытая вертикаль общения,neutrals,открытая вертикаль общения,passage:открытая вертикаль общения
17,10119,"Что для вас ""культура доверия"" в организации?",возможность открыто и доверите,neutrals,возможность открыто и доверите,passage:возможность открыто и доверите
18,10119,"Что для вас ""культура доверия"" в организации?",возможность сказать об ошибке,neutrals,возможность сказать об ошибке,passage:возможность сказать об ошибке
19,10119,"Что для вас ""культура доверия"" в организации?",предупреждение о кирпиче,neutrals,предупреждение о кирпиче,passage:предупреждение о кирпиче
20,10119,"Что для вас ""культура доверия"" в организации?",честная и полная инфо сверху,neutrals,честная и полная инфо сверху,passage:честная и полная инфо сверху
21,10119,"Что для вас ""культура доверия"" в организации?",благоприятная среда,neutrals,благоприятная среда,passage:благоприятная среда
22,10119,"Что для вас ""культура доверия"" в организации?",объединяющая взаимосвязь,neutrals,объединяющая взаимосвязь,passage:объединяющая взаимосвязь
23,10119,"Что для вас ""культура доверия"" в организации?",искренняя помощь,neutrals,искренняя помощь,passage:искренняя помощь
24,10119,"Что для вас ""культура доверия"" в организации?",открытость общении,neutrals,открытость общении,passage:открытость общении
25,10119,"Что для вас ""культура доверия"" в организации?",информирование своевременное,neutrals,информирование своевременное,passage:информирование своевременное
26,10119,"Что для вас ""культура доверия"" в организации?",открытость,neutrals,открытость,passage:открытость
27,10119,"Что для вас ""культура доверия"" в организации?",поддержка,neutrals,поддержка,passage:поддержка
28,10119,"Что для вас ""культура доверия"" в организации?",легкое общение,neutrals,легкое общение,passage:легкое общение
29,10119,"Что для вас ""культура доверия"" в организации?",выполнение обещаний в срок,neutrals,выполнение обещаний в срок,passage:выполнение обещаний в срок
30,10119,"Что для вас ""культура доверия"" в организации?",свобода,neutrals,свобода,passage:свобода
31,10119,"Что для вас ""культура доверия"" в организации?",возможность высказаться,neutrals,возможность высказаться,passage:возможность высказаться
32,10119,"Что для вас ""культура доверия"" в организации?","знать, что тебя не осудят",neutrals,"знать, что тебя не осудят","passage:знать, что тебя не осудят"
33,10119,"Что для вас ""культура доверия"" в организации?",честность и прозрачность,neutrals,честность и прозрачность,passage:честность и прозрачность
34,10119,"Что для вас ""культура доверия"" в организации?",отсутствие вранья в отношениях,neutrals,отсутствие вранья в отношениях,passage:отсутствие вранья в отношениях
35,10119,"Что для вас ""культура доверия"" в организации?",возможность открыто общаться,neutrals,возможность открыто общаться,passage:возможность открыто общаться
36,10119,"Что для вас ""культура доверия"" в организации?",честность,neutrals,честность,passage:честность
37,10119,"Что для вас ""культура доверия"" в организации?",открытость,neutrals,открытость,passage:открытость
38,10119,"Что для вас ""культура доверия"" в организации?",безопасность,neutrals,безопасность,passage:безопасность
39,10119,"Что для вас ""культура доверия"" в организации?",открытая обратная связь,neutrals,открытая обратная связь,passage:открытая обратная связь
40,10119,"Что для вас ""культура доверия"" в организации?",честность с руководством,neutrals,честность с руководством,passage:честность с руководством
41,10119,"Что для вас ""культура доверия"" в организации?",делиться переживаниями,neutrals,делиться переживаниями,passage:делиться переживаниями
42,10119,"Что для вас ""культура доверия"" в организации?",когда я могу открыто говорить,neutrals,когда я могу открыто говорить,passage:когда я могу открыто говорить
43,10119,"Что для вас ""культура доверия"" в организации?",можно обратиться,neutrals,можно обратиться,passage:можно обратиться
44,10119,"Что для вас ""культура доверия"" в организации?",можно быть услышанным,neutrals,можно быть услышанным,passage:можно быть услышанным
45,10119,"Что для вас ""культура доверия"" в организации?",можно без обиды отказать,neutrals,можно без обиды отказать,passage:можно без обиды отказать
46,10119,"Что для вас ""культура доверия"" в организации?",говорю об ошибках,neutrals,говорю об ошибках,passage:говорю об ошибках
47,10119,"Что для вас ""культура доверия"" в организации?",предлагаю свободно идеи,neutrals,предлагаю свободно идеи,passage:предлагаю свободно идеи
48,10119,"Что для вас ""культура доверия"" в организации?","все равны - и новый, и ""старый",neutrals,"все равны - и новый, и ""старый","passage:все равны - и новый, и ""старый"
49,10119,"Что для вас ""культура доверия"" в организации?",отсутствие двуличности,neutrals,отсутствие двуличности,passage:отсутствие двуличности
50,10119,"Что для вас ""культура доверия"" в организации?",отсутствие лжи,neutrals,отсутствие лжи,passage:отсутствие лжи
51,10119,"Что для вас ""культура доверия"" в организации?",правда подтверждается фактами,neutrals,правда подтверждается фактами,passage:правда подтверждается фактами
52,10119,"Что для вас ""культура доверия"" в организации?",свобода слова,neutrals,свобода слова,passage:свобода слова
53,10119,"Что для вас ""культура доверия"" в организации?",отсутствие лицемерия,neutrals,отсутствие лицемерия,passage:отсутствие лицемерия
54,10119,"Что для вас ""культура доверия"" в организации?",нет двойных стандартов,neutrals,нет двойных стандартов,passage:нет двойных стандартов
55,10119,"Что для вас ""культура доверия"" в организации?",заявил проблему и получил,neutrals,заявил проблему и получил,passage:заявил проблему и получил
56,10119,"Что для вас ""культура доверия"" в организации?",заявил проблему и сам решаешь,neutrals,заявил проблему и сам решаешь,passage:заявил проблему и сам решаешь
57,10119,"Что для вас ""культура доверия"" в организации?",открыто выражать мнение,neutrals,открыто выражать мнение,passage:открыто выражать мнение
58,10119,"Что для вас ""культура доверия"" в организации?",уверенность в искренности друг,neutrals,уверенность в искренности друг,passage:уверенность в искренности друг
59,10119,"Что для вас ""культура доверия"" в организации?",поддержка и защита,neutrals,поддержка и защита,passage:поддержка и защита
60,10119,"Что для вас ""культура доверия"" в организации?",не бояться говорить что думаеш,neutrals,не бояться говорить что думаеш,passage:не бояться говорить что думаеш
61,10119,"Что для вас ""культура доверия"" в организации?",обратная связь без последствий,neutrals,обратная связь без последствий,passage:обратная связь без последствий
62,10119,"Что для вас ""культура доверия"" в организации?",открытость информации,neutrals,открытость информации,passage:открытость информации
63,10119,"Что для вас ""культура доверия"" в организации?",открытый разговор,neutrals,открытый разговор,passage:открытый разговор
64,10119,"Что для вас ""культура доверия"" в организации?",незамалчивание проблем,neutrals,незамалчивание проблем,passage:незамалчивание проблем
65,10119,"Что для вас ""культура доверия"" в организации?",нет обсуждений  «за спиной»,neutrals,нет обсуждений  «за спиной»,passage:нет обсуждений  «за спиной»
66,10119,"Что для вас ""культура доверия"" в организации?",всегда поддержат,neutrals,всегда поддержат,passage:всегда поддержат
67,10119,"Что для вас ""культура доверия"" в организации?",нет страха наказания,neutrals,нет страха наказания,passage:нет страха наказания
68,10119,"Что для вас ""культура доверия"" в организации?",ошибки это нормально,neutrals,ошибки это нормально,passage:ошибки это нормально
69,10119,"Что для вас ""культура доверия"" в организации?",право на ошибку,neutrals,право на ошибку,passage:право на ошибку
70,10119,"Что для вас ""культура доверия"" в организации?",без двойных стандартов,neutrals,без двойных стандартов,passage:без двойных стандартов
71,10119,"Что для вас ""культура доверия"" в организации?",без любимчиков,neutrals,без любимчиков,passage:без любимчиков
72,10119,"Что для вас ""культура доверия"" в организации?",открытость друг к другу,neutrals,открытость друг к другу,passage:открытость друг к другу
73,10119,"Что для вас ""культура доверия"" в организации?",открытость руководителя,neutrals,открытость руководителя,passage:открытость руководителя
74,10119,"Что для вас ""культура доверия"" в организации?",дилемма кому и когда доверять,neutrals,дилемма кому и когда доверять,passage:дилемма кому и когда доверять
75,10119,"Что для вас ""культура доверия"" в организации?",безопасная среда,neutrals,безопасная среда,passage:безопасная среда
76,10119,"Что для вас ""культура доверия"" в организации?",профессионализм,neutrals,профессионализм,passage:профессионализм
77,10119,"Что для вас ""культура доверия"" в организации?",свобода выбора методов,neutrals,свобода выбора методов,passage:свобода выбора методов
78,10119,"Что для вас ""культура доверия"" в организации?",открытое обсуждение точек рост,neutrals,открытое обсуждение точек рост,passage:открытое обсуждение точек рост
79,10119,"Что для вас ""культура доверия"" в организации?",когда не осуждают,neutrals,когда не осуждают,passage:когда не осуждают
80,10119,"Что для вас ""культура доверия"" в организации?",когда можешь говорить открыто,neutrals,когда можешь говорить открыто,passage:когда можешь говорить открыто
81,10119,"Что для вас ""культура доверия"" в организации?",твое мнение не равно увольнени,neutrals,твое мнение не равно увольнени,passage:твое мнение не равно увольнени
82,10119,"Что для вас ""культура доверия"" в организации?",важные элементы доверия - это,neutrals,важные элементы доверия - это,passage:важные элементы доверия - это
83,10119,"Что для вас ""культура доверия"" в организации?",это честность и уважение,neutrals,это честность и уважение,passage:это честность и уважение
84,10119,"Что для вас ""культура доверия"" в организации?",-,neutrals,-,passage:-
85,10119,"Что для вас ""культура доверия"" в организации?",один за всех и все за одного,neutrals,один за всех и все за одного,passage:один за всех и все за одного
86,10119,"Что для вас ""культура доверия"" в организации?",безопасное пространство,neutrals,безопасное пространство,passage:безопасное пространство
87,10119,"Что для вас ""культура доверия"" в организации?",открытые взаимоотношения,neutrals,открытые взаимоотношения,passage:открытые взаимоотношения
88,10119,"Что для вас ""культура доверия"" в организации?",поддержка коллег,neutrals,поддержка коллег,passage:поддержка коллег
89,10119,"Что для вас ""культура доверия"" в организации?",уверенность,neutrals,уверенность,passage:уверенность
90,10119,"Что для вас ""культура доверия"" в организации?",наличие компетентных сотрудник,neutrals,наличие компетентных сотрудник,passage:наличие компетентных сотрудник
91,10119,"Что для вас ""культура доверия"" в организации?",выполняет обещанное в срок,neutrals,выполняет обещанное в срок,passage:выполняет обещанное в срок
92,10119,"Что для вас ""культура доверия"" в организации?",верить друг другу,neutrals,верить друг другу,passage:верить друг другу
93,10119,"Что для вас ""культура доверия"" в организации?",правила конфиденциальност,neutrals,правила конфиденциальност,passage:правила конфиденциальност
